episode,reward,steps,epsilon,loss
778,28.121775031089783,33,0.05,
779,27.281572997570038,32,0.05,
780,14.395439684391022,19,0.05,
781,30.29943758249283,35,0.05,
782,35.478605806827545,40,0.05,
783,47.19411617517471,52,0.05,
784,36.49153792858124,41,0.05,
785,38.45275205373764,43,0.05,
786,18.403751373291016,23,0.05,
787,18.18043601512909,23,0.05,
788,62.758597671985626,68,0.05,
789,19.3877814412117,24,0.05,
790,59.82759875059128,65,0.05,
791,66.72934466600418,72,0.05,
792,29.553307592868805,34,0.05,
793,22.202012479305267,27,0.05,
794,44.427551448345184,49,0.05,
795,14.346048533916473,19,0.05,
796,52.02007758617401,57,0.05,
797,74.7523740530014,80,0.05,
798,35.53680217266083,40,0.05,
799,18.316892206668854,23,0.05,
800,37.473640739917755,42,0.05,
801,34.48798620700836,39,0.05,
802,21.460240125656128,26,0.05,
